time_sampling,stoc_pol_mean,stoc_pol_std,stoc_pol_max,stoc_pol_min,alpha,delta,time_vpg,time_npg,kl_dist,surr_improvement,running_score,num_samples,time_VF,VF_error_before,VF_error_after,eval_score
7.0926878452301025,42.65261856076977,37.30064748279752,91.0575765032771,-27.86335504701531,0.7058847946939694,0.05,0.04122161865234375,0.24681758880615234,0.025132786,0.07203316,42.65261856076977,5600,0.09614372253417969,0.9974370188901617,0.5731687155746052,41.38250785535676
6.710472345352173,43.197141079283874,32.97032458735324,91.45252160235071,-29.7651269022305,0.6820677520423082,0.05,0.011240482330322266,0.23063373565673828,0.030401377,0.0714361,42.70707081262118,5600,0.0900881290435791,0.5484153534038637,0.5110844514709108,42.543824824883075
6.914822101593018,33.462557219608335,41.17279665045968,89.88373580474838,-33.69566592125456,0.6486178257000238,0.05,0.017762184143066406,0.22792625427246094,0.027729295,0.07816577,41.782619453319896,5600,0.09141993522644043,0.7234051536582736,0.6727029248239704,41.22637629069737
6.916264295578003,42.96706488383906,35.739350165723984,88.15036186127146,-34.02370432388706,0.6506598689511102,0.05,0.010102033615112305,0.24755644798278809,0.027811414,0.078057945,41.90106399637181,5600,0.09112024307250977,0.549337229791296,0.4909881569762379,40.65821727017304
7.025801658630371,34.61365595121638,35.799295702893296,86.65566430103891,-32.82251607838479,0.6160313782994961,0.05,0.010062217712402344,0.23219633102416992,0.02745482,0.08250504,41.172323191856265,5600,0.08996701240539551,0.6186755873221016,0.5658242220576112,40.12100585380782
6.723861455917358,29.328205687094055,36.2827894784209,86.90694107688725,-31.405766565491223,0.6324172350685202,0.05,0.01368260383605957,0.23242688179016113,0.026639342,0.07873777,39.98791144138004,5600,0.08992338180541992,0.6532791852722154,0.6232011736656753,40.047382257432844
6.9232423305511475,35.81157079396583,32.004004788373514,86.94497671036129,-30.525806683021234,0.6154874730425586,0.05,0.014220237731933594,0.21977019309997559,0.025748843,0.08120674,39.57027737663862,5600,0.09129762649536133,0.515995190024184,0.490923538872963,37.30137144730916
6.727651357650757,38.648299788296136,36.59204145223773,93.07395919896656,-27.07821697428441,0.6123596564487747,0.05,0.01007986068725586,0.23552536964416504,0.026573919,0.082354,39.47807961780437,5600,0.09011030197143555,0.5289823189329071,0.5071568219348571,36.885800174787484
6.84149956703186,38.87691858241872,35.41565494898364,89.90417421260629,-28.899724295256313,0.5826400858937191,0.05,0.017974376678466797,0.23251008987426758,0.024576152,0.086142994,39.41796351426581,5600,0.10123705863952637,0.49373995088151623,0.46739988279981276,35.216043331135886
6.733442068099976,39.99088585925221,35.0264130347943,87.10519811981554,-33.57010548405442,0.5969722924099848,0.05,0.01412510871887207,0.24352121353149414,0.025657246,0.08171213,39.47525574876445,5600,0.10318994522094727,0.4803912004987924,0.46124753325390466,37.11777266848917
