time_sampling,stoc_pol_mean,stoc_pol_std,stoc_pol_max,stoc_pol_min,alpha,delta,time_vpg,time_npg,kl_dist,surr_improvement,running_score,success_rate,num_samples,time_VF,VF_error_before,VF_error_after,eval_score
1.0607824325561523,-58.89577641795597,4.511383372035977,-53.50540355995718,-73.42084129520349,0.2529173188406553,0.05,0.002620697021484375,0.03767991065979004,0.025258208,0.22969559,-58.89577641795597,0.0,602,0.010271072387695312,0.9965653840645544,0.9883547322389031,-50.35840427340055
1.0675482749938965,-59.465032931112326,4.289488060784516,-53.45341533551419,-74.76935869609805,0.228419813773014,0.05,0.0021479129791259766,0.03907012939453125,0.025918981,0.2232545,-58.95270206927161,0.0,642,0.010394573211669922,0.9883820195838376,0.9746563399902958,-44.302301604117396
0.9702353477478027,-59.45996705581851,3.8269453569315632,-53.07593727804348,-68.86154571577251,0.2442464150167584,0.05,0.0019290447235107422,0.03851509094238281,0.02733724,0.22457917,-59.003428567926306,0.0,635,0.009273290634155273,0.9746971079849643,0.9521793955793619,-36.22834692170711
1.2697432041168213,-61.10793744269812,6.257539121032041,-52.877606676963744,-86.89138288281629,0.24463833302694588,0.05,0.002037525177001953,0.040676116943359375,0.026823513,0.21397363,-59.21387945540349,0.0,744,0.01105356216430664,0.9536463118568426,0.9022857345190713,-26.66500604025473
1.3831851482391357,-62.639761380217095,7.132809025757007,-52.98515743890956,-90.21327687820465,0.24841480043097214,0.05,0.002168893814086914,0.04234170913696289,0.025677616,0.2097124,-59.55646764788486,0.0,851,0.01290750503540039,0.9038835358260087,0.7867018656744907,-19.703712548671383
1.5745131969451904,-62.129283466711826,6.763033378789527,-53.35994911990196,-85.03730946696058,0.24607252552310166,0.05,0.0021309852600097656,0.04265928268432617,0.025809266,0.22392136,-59.81374922976756,0.0,854,0.013144493103027344,0.7853530921951746,0.5858982596386364,-17.576987968586764
1.57635498046875,-63.00003152031919,7.3604144595842635,-53.50520231405487,-80.50400615851044,0.2485341449426829,0.05,0.002195596694946289,0.04356980323791504,0.025018897,0.20022742,-60.132377458822724,0.0,877,0.012940645217895508,0.5918445834022488,0.3298583327781934,-17.80947214172899
1.4744153022766113,-62.29196227552715,5.8235270219759245,-53.66835942548963,-78.31121732606208,0.24929702253235345,0.05,0.0020530223846435547,0.04295539855957031,0.024541423,0.20171724,-60.348335940493165,0.0,859,0.011821746826171875,0.31730155883088373,0.08500991228817968,-17.870717223586432
1.7850632667541504,-63.326750991442495,8.62712369231959,-40.09760917333351,-97.28732541992883,0.27652615354334925,0.05,0.002168416976928711,0.040247201919555664,0.025971994,0.18936478,-60.646177445588094,0.0,998,0.013570308685302734,0.09875188134739282,0.018464109480575166,-14.169665288543996
1.7828869819641113,-65.76054610381583,8.13818054440241,-54.00154503062676,-90.13293299881343,0.26596237439474896,0.05,0.0022878646850585938,0.04556775093078613,0.026225919,0.18071976,-61.15761431141087,0.0,1114,0.016586780548095703,0.016431951395841835,0.016880074090536334,-12.274540418509698
1.5799765586853027,-63.16721061919411,7.153831780087983,-53.485209442627486,-87.43872920048864,0.24651303860979543,0.05,0.0021245479583740234,0.03889036178588867,0.024367316,0.19884081,-61.35857394218919,0.0,925,0.012577056884765625,0.019519263683082856,0.010663503507276668,-10.741457278601445
