time_sampling,stoc_pol_mean,stoc_pol_std,stoc_pol_max,stoc_pol_min,alpha,delta,time_vpg,time_npg,kl_dist,surr_improvement,running_score,num_samples,time_VF,VF_error_before,VF_error_after,eval_score
3.750098943710327,-161.03185046626834,15.88098616466285,-125.08978215286609,-194.81501746469797,0.5114149244016476,0.05,0.019939661026000977,1.0180706977844238,0.025446374,0.10306121,-161.03185046626834,2700,2.013049364089966,0.9992137022962841,0.9313407270813385,-152.06979777936377
3.8778107166290283,-155.7284018070413,15.505059876555002,-124.94106688282334,-188.75386866057707,0.49436042208192843,0.05,0.047074079513549805,1.1023399829864502,0.02828678,0.105945684,-160.50150560034564,2700,1.806894063949585,0.9287591670150497,0.4692572899867387,-138.21479162361956
3.336397886276245,-145.8883684428422,13.187468295023933,-113.4295489306614,-178.32880380599354,0.47343813097176457,0.05,0.03219962120056152,1.1271309852600098,0.027052313,0.11127157,-159.04019188459532,2700,1.918832778930664,0.44623654122626755,0.2810533167971665,-141.47013992082807
4.173291444778442,-149.70037479346612,17.71322757720994,-113.71869881069789,-190.29263824053797,0.45212427219595924,0.05,0.034277915954589844,1.0430271625518799,0.027535506,0.11711438,-158.1062101754824,2700,0.9467942714691162,0.2807484548879818,0.26027710299041884,-134.9152816125426
3.8637709617614746,-145.7598171269469,15.276950910373072,-106.05547766575079,-176.5067563456914,0.4820204240324837,0.05,0.038832902908325195,1.0676288604736328,0.025985014,0.10729221,-156.87157087062886,2700,1.3980753421783447,0.2648900255564607,0.23868422892303415,-130.38836649444437
3.768112897872925,-144.38353733034097,14.665916482203668,-102.4596010164575,-174.91961378130756,0.45422889918939513,0.05,0.03155803680419922,1.0479660034179688,0.02507949,0.10910557,-155.62276751660008,2700,1.584695816040039,0.2313957637385099,0.20753730892468922,-128.74264853533845
3.879268169403076,-147.05459281208118,13.456496814166735,-107.63285957484898,-172.87654365023542,0.44699115724832533,0.05,0.016551494598388672,1.0783345699310303,0.025316194,0.11414969,-154.7659500461482,2700,1.4792976379394531,0.21535513017190114,0.18907957758863564,-127.57573174473379
3.3340439796447754,-143.03861460517305,12.406308099827267,-110.93594178097776,-164.53794410807075,0.4639982977815839,0.05,0.016931533813476562,1.0988943576812744,0.02538668,0.11154149,-153.5932165020507,2700,2.0882232189178467,0.1861671975789748,0.15906271371183228,-124.99597417202327
4.2685627937316895,-141.01625414993666,14.166139664990009,-104.47410251129993,-167.20484007982142,0.44327924409216607,0.05,0.044428348541259766,1.0544617176055908,0.02447659,0.11151941,-152.3355202668393,2700,0.8345060348510742,0.16143295028126892,0.1355866181497113,-120.69312694158893
3.881505012512207,-140.18948253149927,14.665482244806316,-89.60454419775904,-176.97663027301218,0.44305694569290305,0.05,0.03681039810180664,1.0755298137664795,0.025581867,0.11604092,-151.1209164933053,2700,1.5232782363891602,0.1466585305244362,0.12761343142417217,-117.59973741557937
3.8708102703094482,-141.74474128360202,13.399131072491414,-110.79777247043972,-176.2509127777189,0.4245454383456262,0.05,0.052404165267944336,1.1138617992401123,0.025319079,0.12545334,-150.18329897233497,2700,1.612793207168579,0.1214761794313239,0.10343775668291656,-117.7536100724015
3.780658006668091,-136.11231767871854,13.312114006944247,-92.33533609891788,-165.26874670030088,0.45156456316417504,0.05,0.046129703521728516,0.9794032573699951,0.025889458,0.11644621,-148.77620084297334,2700,1.6713695526123047,0.09840547689534951,0.08567370397183031,-116.33837007966382
4.290415525436401,-133.612402721786,14.99645490044915,-90.02102067950787,-168.84078409868812,0.43613723788945324,0.05,0.018875598907470703,1.1049396991729736,0.026245302,0.12321939,-147.25982103085462,2700,1.024824857711792,0.08504552965667465,0.07893546895962228,-111.75154733744006
3.9820151329040527,-132.89727914654617,13.56499413112339,-95.66274238555286,-157.81774271318557,0.43162619418276016,0.05,0.04005551338195801,1.1036601066589355,0.024391629,0.116509706,-145.82356684242376,2700,1.257777452468872,0.07980008840618062,0.0746602907442485,-110.2797743299279
4.075701713562012,-129.5211346230765,14.321033573598744,-93.37679252858088,-158.21814295185033,0.4320165101676211,0.05,0.0046367645263671875,1.0048646926879883,0.02534405,0.11716432,-144.19332362048902,2700,1.34493088722229,0.08106727025603354,0.07699585280641691,-102.00913752105573
3.869077444076538,-125.85246222264942,13.186352408809555,-94.1058540808997,-152.60841839135182,0.4402096507264677,0.05,0.034775495529174805,1.1200158596038818,0.025519341,0.11260986,-142.35923748070508,2700,1.1679551601409912,0.07064075553921953,0.06748289853785719,-94.15183188405372
3.8896644115448,-122.40752011291244,12.759726220399482,-90.27973283089683,-146.57128187447904,0.4516700307872278,0.05,0.030374765396118164,1.086146354675293,0.025581984,0.11200895,-140.36406574392583,2700,1.4664969444274902,0.07086119526230857,0.06633128557350845,-83.61136123028139
4.471104860305786,-118.47622624399952,16.342096417776645,-86.97231229213426,-156.313224700925,0.42455326054295417,0.05,0.01695418357849121,1.0263965129852295,0.024619253,0.115730524,-138.1752817939332,2700,0.733006477355957,0.07440262789492151,0.06952433490131422,-74.54848208215569
4.187912225723267,-113.07322819801718,12.614634435664989,-88.22025649331903,-144.49939787795884,0.4441409299126154,0.05,0.017580032348632812,1.0278398990631104,0.025245452,0.11291631,-135.66507643434161,2700,1.1841015815734863,0.0666583348521486,0.06040927893505015,-67.30423376050332
3.5534558296203613,-110.26754537279794,11.064235073357468,-87.7270359493554,-133.95106038107738,0.43286956689204154,0.05,0.04022073745727539,1.1625299453735352,0.025347762,0.11683755,-133.12532332818725,2700,1.5589807033538818,0.054141881510616656,0.05011471745075739,-62.16754458334781
3.9901397228240967,-107.41788430224769,11.929105817797113,-84.35664081367023,-138.15397030774412,0.42913872690307325,0.05,0.03158903121948242,1.0689339637756348,0.025786491,0.11656468,-130.5545794255933,2700,1.2684850692749023,0.06662599154044153,0.058825990376698334,-58.41246024635173
4.094328165054321,-103.32410812431382,11.482838512560749,-77.62785101150355,-125.92002240324136,0.425562472542022,0.05,0.016219377517700195,1.0369880199432373,0.025581978,0.11732973,-127.83153229546534,2700,1.1733059883117676,0.06222966594501592,0.056578263174977474,-54.440752537516126
3.672945737838745,-97.85575006659013,12.046520764925962,-69.32401653816778,-126.69835887654799,0.43278080866757185,0.05,0.03703761100769043,1.0648789405822754,0.02490611,0.11491648,-124.83395407257782,2700,1.759885549545288,0.04309566309609962,0.03898725550655978,-50.514529490736486
3.9901909828186035,-94.16977349084294,11.449595789044816,-69.40337586768561,-120.40923031183435,0.4413826930562309,0.05,0.04421210289001465,1.0820860862731934,0.025857504,0.113348536,-121.76753601440434,2700,1.4053888320922852,0.048151860597261245,0.04162876119669259,-48.59814870860912
